Country_ID,Year_ID,Series_ID,Value
233,1,3,1.8
233,1,4,83.5
233,1,5,81.9
233,1,6,85.1
234,1,1,0.7
234,1,2,1.5
234,1,3,3.1
234,1,4,84.3
234,1,5,82.5
234,1,6,85.9
235,1,1,4.8
235,1,2,2.7
235,1,3,16.3
235,1,4,72.3
235,1,5,68.7
235,1,6,76.1
236,1,1,1.9
236,1,2,3.1
236,1,3,23.4
236,1,4,71.3
236,1,5,69.2
236,1,6,73.5
237,1,1,0.2
237,1,2,1.3
237,1,3,7.1
237,1,4,79.7
237,1,5,75.5
237,1,6,83.9
238,1,1,1.4
238,1,2,3.0
238,1,3,30.9
238,1,4,69.1
238,1,5,67.4
238,1,6,70.8
239,1,1,2.3
239,1,2,4.2
239,1,3,43.9
239,1,4,61.6
239,1,5,60.9
239,1,6,62.2
240,1,1,1.1
240,1,2,2.7
240,1,3,4.7
240,1,4,75.4
240,1,5,74.4
240,1,6,76.2
241,1,1,0.9
241,1,2,3.2
241,1,3,9.2
241,1,4,71.3
241,1,5,68.6
241,1,6,74.1
242,1,1,0.3
242,1,2,1.6
242,1,3,15.0
242,1,4,74.7
242,1,5,71.3
242,1,6,78.2
243,1,1,0.8
243,1,2,2.1
243,1,3,13.5
243,1,4,74.3
243,1,5,71.4
243,1,6,77.4
244,1,1,0.6
244,1,2,1.9
244,1,3,7.7
244,1,4,78.5
244,1,5,75.4
244,1,6,81.5
245,1,1,1.4
245,1,2,2.6
245,1,3,32.9
245,1,4,69.4
245,1,5,65.9
245,1,6,72.9
246,1,1,0.8
246,1,2,1.7
246,1,3,11.4
246,1,4,74.9
246,1,5,72.2
246,1,6,78.0
247,1,1,0.8
247,1,2,3.1
247,1,3,17.6
247,1,4,64.9
247,1,5,61.1
247,1,6,69.4
248,1,1,2.8
248,1,2,4.5
248,1,3,30.4
248,1,4,63.6
248,1,5,61.5
248,1,6,65.7
249,1,1,-18.4
249,1,2,1.3
249,1,3,7.1
249,1,4,68.6
249,1,5,63.5
249,1,6,73.9
250,1,1,0.8
250,1,2,1.4
250,1,3,5.2
250,1,4,79.2
250,1,5,77.7
250,1,6,81.4
251,1,1,0.3
251,1,2,1.6
251,1,3,3.2
251,1,4,82.2
251,1,5,80.4
251,1,6,83.8
252,1,1,2.9
252,1,2,4.7
252,1,3,31.8
252,1,4,66.8
252,1,5,64.7
252,1,6,68.9
253,1,1,0.5
253,1,2,1.7
253,1,3,5.0
253,1,4,78.2
253,1,5,75.5
253,1,6,81.0
254,1,1,-0.8
254,1,2,2.1
254,1,3,5.3
254,1,4,75.1
254,1,5,69.8
254,1,6,80.9
255,1,1,0.0
255,1,2,1.5
255,1,3,5.8
255,1,4,78.0
255,1,5,74.1
255,1,6,81.7
256,1,1,1.6
256,1,2,2.8
256,1,3,12.4
256,1,4,71.7
256,1,5,69.0
256,1,6,74.3
257,1,1,2.4
257,1,2,3.7
257,1,3,18.8
257,1,4,70.5
257,1,5,68.3
257,1,6,73.1
258,1,1,1.8
258,1,2,2.2
258,1,3,14.8
258,1,4,71.1
258,1,5,66.9
258,1,6,75.7
259,1,1,0.7
259,1,2,1.9
259,1,3,15.0
259,1,4,74.6
259,1,5,69.9
259,1,6,79.3
260,1,1,-0.7
260,1,2,1.9
260,1,3,9.8
260,1,4,80.0
260,1,5,79.0
260,1,6,81.0
261,1,1,2.0
261,1,2,2.3
261,1,3,23.7
261,1,4,71.0
261,1,5,69.3
261,1,6,73.1
262,1,1,2.2
262,1,2,3.7
262,1,3,46.8
262,1,4,63.7
262,1,5,60.5
262,1,6,67.2
263,1,1,2.7
263,1,2,4.2
263,1,3,38.2
263,1,4,61.8
263,1,5,59.1
263,1,6,64.5
264,1,1,2.1
264,1,2,3.4
264,1,3,37.4
264,1,4,59.4
264,1,5,56.4
264,1,6,62.1
265,1,1,2.3
265,1,2,3.9
265,1,3,35.1
265,1,4,64.5
265,1,5,61.8
265,1,6,67.3
266,1,1,2.3
266,1,2,3.9
266,1,3,39.6
266,1,4,64.9
266,1,5,62.5
266,1,6,67.3
267,1,1,0.8
267,1,2,2.3
267,1,3,27.3
267,1,4,72.5
267,1,5,69.6
267,1,6,75.5
